Origen,Destino,Tipo_Origen,Tipo_Destino,Latitud_Origen,Longitud_Origen,Latitud_Destino,Longitud_Destino,Tiempo_Recorrido,Distancia_km,Costo,Fecha_Hora
San Miguel,Jesús María,Punto de Entrega,Punto de Entrega,-12.095572041836652,-76.90705083632574,-12.191901344469205,-77.05747400244316,19:11,15.11,27.34,2024-10-18 21:12:51
Comas,San Borja,Punto de Entrega,Centro de Distribución,-12.12320539311606,-76.87917732036112,-12.068533890682689,-77.01256427910882,28:00,17.67,41.65,2024-10-13 21:12:51
Pueblo Libre,San Juan de Lurigancho,Centro de Distribución,Punto de Entrega,-12.084223694118432,-76.92829990781213,-11.816686411300966,-77.07640901893745,52:57,25.61,47.47,2024-10-14 21:12:51
Rímac,San Isidro,Centro de Distribución,Punto de Entrega,-11.983658989653836,-76.87818924364586,-12.180110680498318,-76.96276002582235,50:37,11.41,25.02,2024-10-07 21:12:51
Barranco,Ate,Centro de Distribución,Punto de Entrega,-12.091331718193699,-76.88088945277873,-12.095859665437798,-76.9556450792945,81:44,52.3,87.2,2024-10-06 21:12:51
La Victoria,Lince,Centro de Distribución,Punto de Entrega,-11.910714191465045,-77.19091705491277,-11.878238684220323,-77.09562158013111,52:14,34.04,48.95,2024-09-28 21:12:51
San Isidro,Miraflores,Centro de Distribución,Punto de Entrega,-11.80238324512095,-77.00778585255784,-12.097466297308728,-76.81478765551424,34:19,11.08,37.41,2024-09-30 21:12:51
Los Olivos,Miraflores,Punto de Entrega,Punto de Entrega,-11.830933809827128,-76.89525040154682,-12.066736725713753,-76.84974869420014,8:33,3.06,13.61,2024-09-30 21:12:51
La Molina,Rímac,Centro de Distribución,Punto de Entrega,-12.046483236478947,-76.8476549644754,-11.801427463805878,-77.08494232375158,115:00,75.96,176.91,2024-09-27 21:12:51
Comas,Miraflores,Centro de Distribución,Punto de Entrega,-12.195664321160699,-76.98754493086679,-12.075966580372977,-76.90796789082191,35:40,13.85,39.02,2024-09-28 21:12:51
La Victoria,Pueblo Libre,Punto de Entrega,Punto de Entrega,-11.942236083454565,-76.876107362954,-12.05235226303016,-76.96644938879237,59:31,28.97,53.19,2024-09-29 21:12:51
Comas,San Miguel,Punto de Entrega,Centro de Distribución,-12.199515747215775,-77.11104606961277,-11.95454068879542,-76.80998205468136,49:15,8.63,43.46,2024-10-06 21:12:51
Rímac,Jesús María,Punto de Entrega,Punto de Entrega,-12.021074775280189,-77.08983983228968,-11.980217823247312,-77.07855295336901,69:10,53.15,63.64,2024-09-27 21:12:51
San Miguel,Lince,Punto de Entrega,Centro de Distribución,-11.831568832699181,-76.86317282504737,-11.948030417066077,-77.13836151413997,108:31,88.51,143.66,2024-10-06 21:12:51
San Isidro,Chorrillos,Centro de Distribución,Punto de Entrega,-12.051395533803838,-77.07658678396459,-11.932874951329147,-77.04336295273421,32:31,11.26,28.34,2024-10-17 21:12:51
San Isidro,Pueblo Libre,Centro de Distribución,Punto de Entrega,-11.828982419736592,-76.95615972004857,-11.946418436949825,-76.98099711813117,23:11,19.21,35.43,2024-10-09 21:12:51
San Borja,Chorrillos,Centro de Distribución,Punto de Entrega,-11.94279803367422,-77.05552354248493,-12.175091768435545,-77.0096173789261,50:07,15.3,30.12,2024-10-06 21:12:51
Surco,Lince,Centro de Distribución,Punto de Entrega,-12.07742174363242,-76.91107036325504,-11.979125162111053,-77.10577252014147,95:10,26.17,56.66,2024-10-09 21:12:51
Miraflores,Barranco,Centro de Distribución,Punto de Entrega,-11.800991044664087,-77.08153281706265,-11.82945670114243,-77.1768085679727,86:58,53.37,112.69,2024-09-24 21:12:51
Jesús María,San Juan de Lurigancho,Punto de Entrega,Centro de Distribución,-11.93004229090954,-77.08747661095556,-11.993613202148355,-76.83300655661867,95:47,46.97,62.95,2024-10-09 21:12:51
La Victoria,Lince,Punto de Entrega,Punto de Entrega,-11.873355979626274,-77.06977005530945,-11.901638262720125,-77.17499592266903,86:09,35.34,89.55,2024-09-26 21:12:51
Los Olivos,Breña,Punto de Entrega,Centro de Distribución,-12.044035720578503,-77.10141429089104,-12.034430224291702,-76.90577321441943,32:04,7.44,29.45,2024-09-23 21:12:51
Surco,Rímac,Punto de Entrega,Punto de Entrega,-11.940548431029642,-77.12265072670328,-12.076179768742625,-76.84514921089877,9:20,3.0,10.92,2024-10-16 21:12:51
Miraflores,San Miguel,Punto de Entrega,Centro de Distribución,-11.867812299412352,-77.08856735594743,-12.086087076011124,-76.87186977774074,30:42,7.33,24.91,2024-10-01 21:12:51
San Juan de Lurigancho,Jesús María,Punto de Entrega,Punto de Entrega,-12.105727436501956,-77.10569469437411,-12.032961391078004,-77.04431812923711,115:03,36.63,98.27,2024-10-12 21:12:51
Barranco,Magdalena,Centro de Distribución,Punto de Entrega,-12.128935963743878,-77.17292066109736,-12.018140493463413,-77.02521912032051,94:57,44.09,69.29,2024-10-04 21:12:51
Barranco,Rímac,Punto de Entrega,Centro de Distribución,-11.817699825546077,-76.93173758066256,-12.179180192317588,-76.94041366233418,15:11,6.52,13.18,2024-10-17 21:12:51
Chorrillos,Pueblo Libre,Centro de Distribución,Punto de Entrega,-11.933436863013506,-77.10841907668663,-12.156081556067615,-77.1934921423475,52:24,23.19,32.39,2024-10-12 21:12:51
Los Olivos,Rímac,Centro de Distribución,Punto de Entrega,-12.014458511659276,-76.94729704538724,-12.17749579038275,-77.14085391193868,70:12,40.42,61.27,2024-09-20 21:12:51
Lima Centro,Breña,Punto de Entrega,Centro de Distribución,-11.83115166741646,-76.9027805661909,-11.967996022816187,-77.05096419400921,64:13,46.06,74.87,2024-10-08 21:12:51
Breña,Chorrillos,Punto de Entrega,Punto de Entrega,-12.053849071177085,-76.88398630924107,-12.104530077530915,-77.15654931896661,79:11,15.85,75.29,2024-10-13 21:12:51
Jesús María,Magdalena,Punto de Entrega,Punto de Entrega,-12.042056880164612,-76.92421104058116,-12.130207417865636,-77.18219313717516,98:20,34.58,76.44,2024-09-29 21:12:51
Miraflores,San Isidro,Punto de Entrega,Punto de Entrega,-11.928945174656139,-77.04922728119192,-11.981594463288943,-77.18608082774519,15:00,7.66,20.2,2024-09-27 21:12:51
Pueblo Libre,La Victoria,Punto de Entrega,Punto de Entrega,-11.861441287559797,-76.82476026569687,-11.854069501122389,-76.93522031617444,6:56,1.88,8.85,2024-10-13 21:12:51
San Borja,Los Olivos,Punto de Entrega,Punto de Entrega,-11.973150645492547,-77.09839907896682,-12.135019860563554,-77.11088754822964,9:50,5.81,14.8,2024-09-27 21:12:51
Comas,Lince,Centro de Distribución,Punto de Entrega,-12.003892110975066,-76.8499373583038,-12.124601648456592,-76.81520129531073,33:07,6.5,23.02,2024-09-19 21:12:51
Barranco,San Miguel,Centro de Distribución,Punto de Entrega,-11.820121743753008,-77.08788234683944,-12.129663888558735,-76.88513528668477,61:14,33.33,82.64,2024-10-01 21:12:51
Surco,Magdalena,Punto de Entrega,Punto de Entrega,-11.895620559325181,-76.93134807796542,-12.061339953304543,-76.94024235961258,43:27,10.96,23.35,2024-10-11 21:12:51
Breña,Barranco,Centro de Distribución,Punto de Entrega,-12.183052267630748,-76.92202273864625,-12.009083057279863,-77.17490436247867,32:49,15.23,23.53,2024-09-20 21:12:51
La Victoria,San Isidro,Punto de Entrega,Punto de Entrega,-11.955208482907363,-77.14166052820862,-11.901230691479247,-76.82811627399566,56:04,35.21,63.31,2024-09-29 21:12:51
Ate,La Molina,Centro de Distribución,Punto de Entrega,-11.953901209536564,-77.09482086982868,-12.007524510977463,-77.16037434160039,12:45,3.49,15.95,2024-10-06 21:12:51
Miraflores,La Victoria,Centro de Distribución,Punto de Entrega,-11.965166120068105,-77.0409828435278,-12.164591579858774,-76.9747806900679,99:43,81.08,143.67,2024-09-25 21:12:51
Breña,Lima Centro,Centro de Distribución,Punto de Entrega,-12.030752494495609,-76.84582761794432,-12.191691441583044,-77.15291130492982,8:00,4.38,14.48,2024-09-30 21:12:51
Lince,Pueblo Libre,Centro de Distribución,Punto de Entrega,-12.165037428502732,-77.04796543919025,-12.03090996510641,-76.88756929266349,16:29,2.93,10.12,2024-10-18 21:12:51
Chorrillos,San Borja,Punto de Entrega,Punto de Entrega,-11.89743112293331,-77.11536735330066,-11.802144771682569,-76.99858446443749,51:44,12.3,41.03,2024-09-22 21:12:51
San Borja,Chorrillos,Punto de Entrega,Punto de Entrega,-11.861870405928842,-76.83603294951939,-12.087434319256587,-77.01292060275797,87:00,32.68,68.8,2024-10-11 21:12:51
La Molina,Ate,Punto de Entrega,Centro de Distribución,-12.076781433280757,-77.06693803992081,-11.921579807562132,-76.8429268714028,118:33,24.22,86.65,2024-10-17 21:12:51
Comas,Lince,Punto de Entrega,Punto de Entrega,-11.958589185453587,-76.94944105012173,-11.886243091910059,-76.8188974083941,61:51,14.61,29.99,2024-10-02 21:12:51
San Borja,San Miguel,Centro de Distribución,Punto de Entrega,-12.114420163118595,-76.95771522138773,-11.909675429820572,-76.93134768230335,48:10,16.9,43.43,2024-09-25 21:12:51
Los Olivos,San Isidro,Punto de Entrega,Centro de Distribución,-11.855575890228266,-77.13611223719926,-11.986781400574994,-77.06990005948674,69:11,43.01,105.64,2024-10-16 21:12:51
Miraflores,Chorrillos,Punto de Entrega,Punto de Entrega,-11.906383204489302,-76.89102818181037,-12.152958895021124,-77.116713100155,109:17,34.92,82.96,2024-10-14 21:12:51
Magdalena,Comas,Centro de Distribución,Punto de Entrega,-11.90237197207577,-77.10400390062983,-12.030282031625996,-76.96415925604693,113:12,74.78,102.08,2024-09-26 21:12:51
Barranco,San Borja,Centro de Distribución,Punto de Entrega,-11.95586750667315,-76.80114493326967,-12.062096611990832,-77.15883564424406,39:15,29.84,39.19,2024-10-19 21:12:51
San Isidro,Comas,Centro de Distribución,Punto de Entrega,-11.85468609150754,-76.8530115091123,-12.063741762466545,-77.15848471824408,13:07,6.32,13.17,2024-09-21 21:12:51
Ate,Miraflores,Punto de Entrega,Centro de Distribución,-11.91233276928749,-76.83399659792443,-12.031057016614005,-76.83978089215745,93:35,50.72,117.11,2024-09-20 21:12:51
Comas,Lince,Centro de Distribución,Punto de Entrega,-11.84771483618107,-77.0388868816313,-12.188624488767775,-76.85426203709211,11:31,7.24,20.27,2024-10-05 21:12:51
Chorrillos,La Victoria,Punto de Entrega,Punto de Entrega,-11.865133960875937,-77.04694087561232,-11.86704423340385,-77.16158005325028,54:44,27.14,83.29,2024-09-23 21:12:51
La Victoria,Breña,Centro de Distribución,Punto de Entrega,-12.125461574555521,-77.02534995997942,-12.115817317451667,-76.88763649232396,21:41,15.08,35.16,2024-10-15 21:12:51
Lince,Miraflores,Centro de Distribución,Punto de Entrega,-12.176614707717231,-76.92470521834385,-11.816243128718602,-76.96738437824318,65:00,39.59,83.48,2024-09-27 21:12:51
San Miguel,San Isidro,Punto de Entrega,Punto de Entrega,-11.840756043456762,-77.09941776613095,-11.855908316517109,-77.04651716452263,43:28,7.59,22.65,2024-10-15 21:12:51
Comas,Jesús María,Centro de Distribución,Punto de Entrega,-11.994513970963808,-77.01993345480015,-12.164455483579012,-76.93535194676444,65:03,50.69,117.36,2024-10-16 21:12:51
San Isidro,La Victoria,Centro de Distribución,Punto de Entrega,-11.92316971342868,-76.92685208201837,-11.967235561000757,-76.84451586949406,23:22,18.59,47.45,2024-09-19 21:12:51
La Molina,Lince,Punto de Entrega,Centro de Distribución,-12.110840603978906,-76.9280362458632,-12.113341470480693,-76.9893686265474,43:45,27.78,69.5,2024-09-27 21:12:51
Jesús María,Barranco,Centro de Distribución,Punto de Entrega,-12.184670802631663,-76.90039492287318,-11.96741577679613,-76.86234251950387,71:14,54.85,114.61,2024-10-03 21:12:51
Breña,La Victoria,Punto de Entrega,Punto de Entrega,-11.942598304199883,-76.81568653078797,-12.116705166854107,-77.10232883881636,84:01,37.2,66.22,2024-09-29 21:12:51
Breña,La Victoria,Centro de Distribución,Punto de Entrega,-12.006396790266173,-76.82730656850285,-12.098209261122676,-76.98675362940742,63:27,18.09,53.64,2024-10-15 21:12:51
Breña,San Juan de Lurigancho,Centro de Distribución,Punto de Entrega,-11.814595564261953,-77.06869609739947,-11.849945224255633,-76.85100538000404,48:45,28.82,55.4,2024-10-05 21:12:51
Miraflores,Barranco,Centro de Distribución,Punto de Entrega,-11.991563556505499,-76.80846853783228,-12.001792261425097,-76.89368737846607,78:31,33.43,76.98,2024-09-29 21:12:51
Magdalena,La Molina,Centro de Distribución,Punto de Entrega,-12.13831146207977,-76.95300255516878,-11.804615429042059,-76.8086363365654,106:48,49.41,45.86,2024-09-23 21:12:51
Chorrillos,Magdalena,Punto de Entrega,Centro de Distribución,-11.908789238824337,-77.1120467753771,-12.196710707584446,-76.96308407755701,64:13,11.72,36.99,2024-10-15 21:12:51
San Miguel,Miraflores,Centro de Distribución,Punto de Entrega,-11.886069605530688,-77.02097809162093,-11.905614704776804,-76.92307415573171,8:35,4.63,16.73,2024-09-30 21:12:51
Pueblo Libre,Los Olivos,Punto de Entrega,Punto de Entrega,-12.141762864483733,-77.15031832912669,-12.11660598408512,-76.82889306916138,29:18,15.13,37.22,2024-09-25 21:12:51
Rímac,Jesús María,Punto de Entrega,Centro de Distribución,-12.185810629047491,-77.12255041981031,-12.182532110122228,-76.97671694935578,82:19,66.23,139.31,2024-10-04 21:12:51
Jesús María,San Juan de Lurigancho,Punto de Entrega,Punto de Entrega,-12.019025669279689,-77.19425617739613,-11.930162200920584,-76.86045966995671,65:00,12.22,39.4,2024-09-26 21:12:51
Chorrillos,Breña,Centro de Distribución,Punto de Entrega,-11.868254367452455,-76.86792875563849,-11.934754668405034,-77.1310146237839,51:15,23.24,39.87,2024-10-12 21:12:51
San Miguel,La Molina,Centro de Distribución,Punto de Entrega,-12.178050837813535,-76.96004009008091,-11.843085781896963,-76.9612437864054,12:26,4.7,11.75,2024-10-09 21:12:51
Comas,Miraflores,Punto de Entrega,Centro de Distribución,-11.956988694411091,-76.85135704027637,-12.032526404686966,-77.13146645977356,9:05,1.81,10.62,2024-09-27 21:12:51
Jesús María,San Isidro,Punto de Entrega,Punto de Entrega,-11.838703542306176,-76.89542465195078,-11.987451057958026,-77.10847320161955,89:12,73.58,130.14,2024-10-19 21:12:51
Magdalena,Pueblo Libre,Punto de Entrega,Punto de Entrega,-11.901151187931074,-77.15330523914594,-12.068742422518094,-76.97587455159862,21:06,14.68,34.08,2024-09-22 21:12:51
Surco,Jesús María,Punto de Entrega,Centro de Distribución,-12.126454061703184,-77.16790783312898,-11.861350531061333,-77.07808046982159,44:55,11.38,44.66,2024-09-26 21:12:51
Surco,Pueblo Libre,Centro de Distribución,Punto de Entrega,-11.917197614103797,-77.16285790813312,-12.003694434262329,-76.9883963231374,105:45,67.51,139.29,2024-10-16 21:12:51
Jesús María,Comas,Centro de Distribución,Punto de Entrega,-12.000887386101848,-76.86282882557141,-12.104894696062697,-77.13690947043072,75:41,55.84,81.88,2024-10-06 21:12:51
Rímac,Surco,Centro de Distribución,Punto de Entrega,-11.810198344683403,-77.10528677987944,-12.116966773264634,-77.14855706574853,100:03,63.05,56.68,2024-09-27 21:12:51
Barranco,San Borja,Punto de Entrega,Centro de Distribución,-12.049523671546499,-76.98378126510687,-12.173043062921916,-76.8287494795369,25:26,4.7,19.65,2024-10-16 21:12:51
San Miguel,Pueblo Libre,Centro de Distribución,Punto de Entrega,-11.823215418858933,-77.16068098216861,-11.998058285043857,-76.87312091917269,58:36,38.48,85.03,2024-10-04 21:12:51
Rímac,Chorrillos,Punto de Entrega,Punto de Entrega,-11.846732163787193,-76.93305386011279,-11.812804067602823,-77.08510292760283,103:18,77.26,121.23,2024-10-03 21:12:51
San Miguel,Lima Centro,Centro de Distribución,Punto de Entrega,-11.924054810891352,-77.03829495223194,-12.009837867603864,-76.80883104929183,104:16,54.69,82.43,2024-10-14 21:12:51
La Molina,Chorrillos,Centro de Distribución,Punto de Entrega,-11.953120101028897,-77.11235913051102,-11.906662010913815,-76.86728243806144,39:53,10.18,33.48,2024-09-28 21:12:51
Surco,Pueblo Libre,Centro de Distribución,Punto de Entrega,-12.161089080260883,-76.90324886676588,-12.006699908408603,-76.87340883358839,101:46,45.89,131.19,2024-09-26 21:12:51
Los Olivos,San Isidro,Centro de Distribución,Punto de Entrega,-12.165196920028388,-76.9536779421171,-11.899466487291454,-77.02761336530445,45:29,35.5,78.75,2024-10-06 21:12:51
Magdalena,Jesús María,Punto de Entrega,Punto de Entrega,-12.033062564184508,-77.14278205378417,-11.821778676824497,-77.1601720141548,70:30,17.15,49.94,2024-09-21 21:12:51
Barranco,Jesús María,Centro de Distribución,Punto de Entrega,-12.074198136408274,-76.82418160658281,-11.84233498358807,-77.16997108352368,78:42,25.48,59.5,2024-10-16 21:12:51
San Juan de Lurigancho,Chorrillos,Punto de Entrega,Punto de Entrega,-12.079206126536292,-77.16467738906049,-12.126971408812068,-77.12475157068668,47:37,15.8,25.0,2024-09-22 21:12:51
Chorrillos,Comas,Centro de Distribución,Punto de Entrega,-11.924097891696709,-76.9326382420933,-12.102082474266014,-76.94052373859058,106:33,33.22,100.66,2024-10-05 21:12:51
San Juan de Lurigancho,Magdalena,Punto de Entrega,Centro de Distribución,-11.963387859013585,-77.19557391535548,-11.85445666122209,-77.03725597751028,78:21,64.19,153.4,2024-10-07 21:12:51
Miraflores,La Molina,Punto de Entrega,Centro de Distribución,-11.937362676319072,-77.15987704315032,-11.810197311047325,-76.8149398177031,7:40,2.69,7.44,2024-10-16 21:12:51
San Juan de Lurigancho,Lima Centro,Punto de Entrega,Punto de Entrega,-11.843900545329657,-76.88478883029967,-12.00475430171491,-76.84832133671253,32:39,25.84,54.47,2024-10-01 21:12:51
Barranco,Rímac,Punto de Entrega,Centro de Distribución,-11.997426405023074,-76.82517761837394,-11.824259542072184,-76.85675403592076,30:10,15.1,39.2,2024-09-21 21:12:51
Ate,Pueblo Libre,Centro de Distribución,Punto de Entrega,-12.12483224703133,-77.0793731271156,-11.93488530715808,-77.13146385128788,28:59,17.71,29.63,2024-09-28 21:12:51
Pueblo Libre,Magdalena,Punto de Entrega,Centro de Distribución,-12.128463859995215,-76.82068860922098,-12.061942172921151,-77.10683722386769,23:18,6.7,20.68,2024-09-23 21:12:51
La Victoria,Comas,Punto de Entrega,Centro de Distribución,-11.894786996354142,-76.85480867495555,-11.822283126865571,-76.88575654546752,112:08,30.09,66.35,2024-10-11 21:12:51
Miraflores,Pueblo Libre,Punto de Entrega,Punto de Entrega,-12.08155164959742,-76.89861546659009,-12.194072395806279,-77.10312766166464,64:26,36.68,72.99,2024-09-30 21:12:51
Barranco,San Isidro,Punto de Entrega,Centro de Distribución,-11.839367898207799,-77.11548366522565,-12.028906855699615,-76.94200107247377,70:41,18.73,40.33,2024-09-29 21:12:51
