Origen,Destino,Tipo_Origen,Tipo_Destino,Latitud_Origen,Longitud_Origen,Latitud_Destino,Longitud_Destino,Tiempo_Recorrido,Distancia_km,Costo
Ctra. Lurín 366,Ruta San Isidro 394,Punto de Entrega,Centro de Distribución,-11.940088386087043,-77.02341218199686,-12.184907882847831,-77.00757687189815,31:40,12.9,32.37
Pasaje San Luis 50,Av. 28 de Julio,Punto de Entrega,Punto de Entrega,-12.042527198961679,-76.98039675838388,-12.129676385803133,-77.01309002825936,77:56,50.77,88.74
Paseo San Bartolo 432,Bulevar Santa Lucía 365,Centro de Distribución,Punto de Entrega,-11.929024954329993,-77.19817391204009,-12.042106667026152,-76.89598875790625,50:16,26.8,71.91
Av. San Luis 410,Bulevar Surco 484,Punto de Entrega,Centro de Distribución,-11.874228235264138,-77.05016723682797,-12.055344120631059,-76.98694510997336,42:22,30.88,50.67
Diagonal Olaya 115,Ctra. Puente Piedra 172,Punto de Entrega,Punto de Entrega,-12.098227355907218,-76.93232118696925,-11.978911248211466,-77.10300221953193,91:44,53.72,105.88
Av. La Paz,Pasaje San Juan 233,Centro de Distribución,Punto de Entrega,-11.960028318273448,-76.82360016703754,-12.103692977989615,-76.90511863840635,116:15,83.05,142.46
Av. Malecón Checa,Av. Brasil 106,Centro de Distribución,Punto de Entrega,-11.966270321859602,-77.04065712139474,-11.953840618715837,-77.1529724089138,102:36,72.9,164.47
Bulevar La Paz 36,Calle Junín,Centro de Distribución,Punto de Entrega,-12.10341512715511,-76.98185707729407,-11.903302318525963,-77.13776837234592,59:15,18.15,48.45
Camino San Miguel 28,Diagonal San Juan de Miraflores 288,Punto de Entrega,Punto de Entrega,-11.811211582719077,-77.08743053389523,-11.86300470723452,-76.90276384040386,40:37,11.21,34.23
Av. Benavides,Ruta Lince 133,Centro de Distribución,Punto de Entrega,-12.143472114420945,-77.17752669385152,-12.017399155017257,-77.11996709712211,22:40,18.8,28.04
Calle La Paz 221,Pasaje Carabayllo 313,Centro de Distribución,Punto de Entrega,-12.072916083410801,-77.1356295399156,-12.149580249892145,-76.8088438991169,105:13,54.66,86.36
Calle Colón 137,Ruta San Bartolo 55,Punto de Entrega,Centro de Distribución,-11.981102954261328,-77.15991065682867,-11.939836570878777,-77.10521468934839,69:17,34.09,46.51
Ruta Barranco 184,Paseo Las Flores 398,Punto de Entrega,Punto de Entrega,-12.142276152511428,-76.89006375707886,-11.856089121153216,-76.89393987511318,99:01,66.59,109.63
Ctra. Universitaria 143,Camino Surco 257,Centro de Distribución,Punto de Entrega,-11.972719687964675,-77.04741305866185,-12.089852015352859,-76.85997285797964,107:11,65.46,176.2
Av. Colonial,Ctra. Jesús María 86,Punto de Entrega,Punto de Entrega,-12.154110313529406,-76.92782319549585,-12.1011933942842,-77.0763252646157,80:56,33.6,69.76
Diagonal La Punta 56,Jr. La Paz 459,Centro de Distribución,Punto de Entrega,-11.970043818096084,-77.11072674750979,-12.0495853433703,-77.03188241175174,31:07,23.08,50.43
Ctra. Chaclacayo 92,Calle Las Rosas,Centro de Distribución,Punto de Entrega,-11.870531534922888,-77.17786922258232,-12.093424070710244,-77.16733205147483,84:34,35.55,84.05
Diagonal Angamos 81,Diagonal Villa María del Triunfo 100,Centro de Distribución,Punto de Entrega,-12.004492125727513,-77.0623574949207,-11.850019500163516,-76.82373200808593,103:50,18.11,30.71
Diagonal Santa Anita 231,Av. San Borja 76,Centro de Distribución,Punto de Entrega,-11.953606015816804,-77.00595488025152,-12.072750407638338,-76.93312465814962,85:45,62.65,112.15
Pasaje La Punta 400,Bulevar Carabayllo 400,Punto de Entrega,Punto de Entrega,-12.111845081628099,-77.01273887515575,-11.935641705406494,-77.03062149620355,110:15,59.53,125.34
Ctra. La Molina 406,Pasaje San Juan de Miraflores 382,Centro de Distribución,Punto de Entrega,-12.001635298553458,-76.91022084124741,-11.856397889046999,-76.83842545305669,75:44,37.1,60.03
Paseo El Sol 406,Av. Brasil 106,Centro de Distribución,Punto de Entrega,-12.115685972491809,-77.15046232666454,-12.163883402386457,-77.17570598384428,37:38,17.46,40.79
Bulevar San Miguel 411,Camino El Agustino 325,Centro de Distribución,Punto de Entrega,-12.180098960632142,-76.84484822362083,-11.958888603943063,-76.94673691912406,60:53,37.38,101.71
Calle Talara,Jr. San Luis 500,Punto de Entrega,Punto de Entrega,-11.95098090224255,-76.88137892431207,-11.929094239273862,-77.00446645196291,17:11,6.24,17.6
Ruta San Martín 482,Av. Los Próceres,Punto de Entrega,Centro de Distribución,-11.958767436575151,-77.08018683281315,-11.829380441047348,-76.91651838272016,103:48,36.92,56.33
Bulevar Cercado 105,Ruta Carabayllo 331,Punto de Entrega,Centro de Distribución,-11.939306380482076,-77.09428752279591,-11.807292590399225,-76.9413159381249,76:53,62.24,144.63
Ctra. Santa Anita 369,Diagonal Pachacamac 251,Punto de Entrega,Centro de Distribución,-12.155317876286304,-77.06471161830616,-11.956029474710595,-76.93193871305658,43:49,7.8,25.77
Diagonal San Isidro 320,Bulevar Villa El Salvador 141,Punto de Entrega,Punto de Entrega,-12.063059345406904,-76.80577743875585,-11.860790975878553,-76.96980024145306,43:22,25.61,53.29
Paseo Vargas 34,Jr. José Pardo 488,Centro de Distribución,Punto de Entrega,-11.961716820282952,-76.84638274525157,-12.16697198672761,-76.9171103758216,51:07,14.7,48.62
Jr. Surco 113,Pasaje San Juan 233,Punto de Entrega,Punto de Entrega,-12.104389138615712,-77.0785317725758,-11.973261631387368,-76.83583198353494,15:46,12.63,30.3
Diagonal La Victoria 468,Pasaje San Isidro 297,Centro de Distribución,Punto de Entrega,-11.898484896409627,-76.88307246016339,-11.87369782469603,-76.89793838322845,66:02,11.54,24.93
Ruta La Victoria 167,Av. Palmeras,Centro de Distribución,Punto de Entrega,-12.162531068475085,-76.8545451006634,-11.918838503568752,-76.81263134000154,82:10,17.9,60.12
Ruta Barranco 184,Jr. Miraflores 153,Punto de Entrega,Centro de Distribución,-11.874779933979092,-76.80467055683611,-11.93965054704642,-76.9844118023277,28:07,19.66,26.28
Bulevar Villa María del Triunfo 43,Paseo Surco 354,Centro de Distribución,Punto de Entrega,-12.07309003310231,-76.8757899251903,-12.136176562628556,-76.98172083262995,32:04,23.47,30.64
Ctra. Brasil 272,Jr. San Luis 196,Centro de Distribución,Punto de Entrega,-11.815104418997887,-77.15638632864174,-11.941036532679894,-77.1559601173133,20:57,8.85,27.14
Bulevar Sucre 291,Paseo Angamos 171,Centro de Distribución,Punto de Entrega,-12.019076711731694,-76.86631322653565,-11.934445796341464,-76.95086835172953,105:23,39.76,115.11
Diagonal Jesús María 342,Paseo La Punta 240,Punto de Entrega,Punto de Entrega,-12.099830991913384,-77.15806565938624,-12.054347355190714,-77.09019890184351,94:10,43.18,113.12
Bulevar San Bartolo 455,Av. Los Frutales,Centro de Distribución,Punto de Entrega,-11.854085874960884,-77.00280203183199,-12.174967678088096,-76.88064508374353,83:08,61.08,132.49
Ctra. Angamos 265,Ruta Granados 240,Centro de Distribución,Punto de Entrega,-11.936696462336315,-76.84892233376392,-12.165102487372499,-77.10290517899514,47:44,17.01,27.5
Ruta Angamos 96,Diagonal Lurín 166,Punto de Entrega,Centro de Distribución,-11.959247877391755,-77.08186923572873,-12.143805629446128,-77.17848142297719,110:40,69.53,103.31
Camino Cercado 163,Ruta Angamos 96,Centro de Distribución,Punto de Entrega,-12.069499355182208,-76.98359780637409,-11.986612717683165,-77.0152204470655,13:15,8.55,27.43
Camino San Isidro 137,Ctra. Callao 13,Punto de Entrega,Centro de Distribución,-12.180590270159152,-77.13171460889762,-11.817608259544814,-76.87296244015053,88:05,50.06,74.25
Ctra. Pachacamac 111,Camino La Molina 210,Punto de Entrega,Centro de Distribución,-11.885707811464972,-76.80937378782586,-11.81372438111032,-77.10254960504629,14:11,8.26,14.67
Paseo San Juan de Miraflores 341,Calle Loreto,Centro de Distribución,Punto de Entrega,-11.826327341578537,-76.95695217959098,-11.807443834993315,-76.86156590054131,84:39,31.41,69.8
Ctra. La Molina 304,Pasaje Cercado 209,Punto de Entrega,Punto de Entrega,-12.170392916797223,-76.8116260999199,-11.930336865199362,-76.88416189531581,83:47,61.43,145.33
Pasaje Colón 123,Calle San Bartolo 73,Centro de Distribución,Punto de Entrega,-11.84749166181524,-77.13691512957107,-12.149767310454894,-77.06992180394258,75:30,41.13,91.42
Av. Abancay,Diagonal El Agustino 51,Punto de Entrega,Centro de Distribución,-12.027131138032509,-77.10347713196474,-12.038459132756762,-77.15642055505437,93:20,18.37,60.29
Paseo Pueblo Libre 377,Pasaje San Miguel 215,Punto de Entrega,Centro de Distribución,-12.1415328006833,-77.16502320451309,-11.849888233707585,-76.91320684048088,111:38,33.22,81.04
Diagonal Colón 256,Bulevar Benavides 26,Centro de Distribución,Punto de Entrega,-12.156671210664445,-77.19160984931918,-12.002316821011808,-76.86663442532203,101:57,58.02,133.16
Ruta San Luis 365,Ctra. San Juan de Miraflores 482,Centro de Distribución,Punto de Entrega,-11.821395722070003,-77.19495908943519,-12.18037693620463,-76.91125429230189,49:59,22.7,34.53
Calle Lince 327,Paseo Chaclacayo 276,Punto de Entrega,Centro de Distribución,-12.151799811921961,-76.86547807356236,-12.1733990925173,-77.14886985403363,30:27,5.16,21.26
Pasaje La Victoria 435,Calle La Punta 231,Centro de Distribución,Punto de Entrega,-12.015593343281038,-77.04832996361712,-11.88733669409197,-77.03142188580773,82:51,22.81,47.01
Jr. Surco 165,Av. Primavera,Centro de Distribución,Punto de Entrega,-11.817444842765157,-76.8364756412808,-12.040483127414735,-76.96672369234534,106:30,41.96,57.88
Ctra. Chorrillos 17,Calle Batalla de Junín,Punto de Entrega,Centro de Distribución,-11.91154546346779,-76.80410533975139,-11.900241903170357,-77.16328956717113,8:11,6.37,16.4
Pasaje Las Flores 439,Av. Abancay,Punto de Entrega,Punto de Entrega,-12.12297555543362,-77.11898784765394,-11.812116114655046,-76.84049093084971,30:18,5.24,11.55
Ctra. La Marina 71,Calle Universitaria 134,Punto de Entrega,Punto de Entrega,-11.935858741248717,-77.16081979598653,-12.004337676918286,-76.83806836278859,79:51,43.2,67.73
Diagonal Miraflores 427,Ctra. Arequipa 297,Centro de Distribución,Punto de Entrega,-12.132657293373697,-77.08840835129453,-12.072258949895124,-77.02983834063838,101:19,19.45,80.32
Bulevar Villa María del Triunfo 46,Ctra. Las Flores 417,Punto de Entrega,Centro de Distribución,-11.817791622641593,-77.08785043686882,-12.102675564464613,-77.09841495700071,89:13,51.83,126.42
Camino Comas 371,Diagonal San Luis 246,Centro de Distribución,Punto de Entrega,-12.134607621121921,-76.88226821490161,-11.881039202107587,-76.9613097337549,85:15,69.63,164.1
Diagonal Villa El Salvador 398,Jr. Cercado 310,Centro de Distribución,Punto de Entrega,-11.824152124395837,-77.19270388679273,-12.081950537076104,-77.04450533243657,104:05,28.25,44.91
Paseo Puente Piedra 429,Ctra. Puente Piedra 11,Punto de Entrega,Punto de Entrega,-12.179659248483157,-77.07798046001832,-11.960236145042858,-77.05562892967879,7:24,3.26,12.17
Diagonal Colón 12,Diagonal Chorrillos 90,Centro de Distribución,Punto de Entrega,-12.179163982289394,-77.03617383061065,-11.811842023856904,-77.18557132565493,53:58,25.47,54.58
Calle Recavarren,Pasaje San Miguel 341,Punto de Entrega,Punto de Entrega,-12.000067701326826,-77.04971553829532,-12.15700295269572,-76.99387228518535,111:09,43.11,121.07
Diagonal La Paz 269,Ctra. San Luis 184,Centro de Distribución,Punto de Entrega,-11.8348435743808,-77.06535026346597,-12.056146427175756,-77.17259133398424,22:22,8.88,20.43
Camino Santa Anita 470,Calle Callao 301,Punto de Entrega,Centro de Distribución,-11.900630996926617,-76.88384274187705,-11.815611737287957,-77.03484962840471,116:49,21.67,75.94
Ruta Villa María del Triunfo 135,Calle Camaná,Centro de Distribución,Punto de Entrega,-12.127653197052654,-76.9343491735,-11.826680615714988,-76.91102580730791,90:26,50.86,120.79
Paseo Carabayllo 233,Pasaje Villa María del Triunfo 392,Centro de Distribución,Punto de Entrega,-11.880437861834285,-77.12144136391294,-11.87562977394064,-76.90456911486011,94:23,41.49,87.83
Calle Santa María 344,Jr. Surco 99,Punto de Entrega,Centro de Distribución,-12.170420733977927,-76.87601799221295,-12.022504483299143,-76.90130774708724,119:38,38.02,123.49
Diagonal Benavides 258,Bulevar Surco 484,Punto de Entrega,Punto de Entrega,-11.932003103586705,-77.1243122320478,-11.916977792818866,-77.17621990918796,79:45,52.84,78.16
Diagonal San Martín 360,Bulevar Callao 79,Punto de Entrega,Punto de Entrega,-11.895230165683348,-76.96002931021764,-11.924002834521064,-76.99768219333623,32:02,18.23,40.03
Ctra. Carabayllo 266,Camino Santa Lucía 322,Centro de Distribución,Punto de Entrega,-11.812901827204342,-76.88569351024508,-11.903705317790106,-76.92291218873885,108:09,21.02,41.28
Av. Los Insurgentes,Av. Raúl Ferrero,Punto de Entrega,Centro de Distribución,-12.118192946088675,-77.1484155697585,-11.9450859927635,-77.03440796550385,77:13,14.18,33.85
Calle Barranco 283,Jr. Olaya 424,Punto de Entrega,Centro de Distribución,-11.949954612908252,-77.19087851304016,-11.807707559160315,-76.95887705935026,86:55,60.89,116.82
Pasaje San Juan 59,Pasaje Vargas 239,Punto de Entrega,Punto de Entrega,-12.019700705505146,-76.83528888068491,-12.035150777052584,-76.97494237997623,29:03,15.26,33.21
Ruta Rímac 390,Paseo Vargas 313,Punto de Entrega,Centro de Distribución,-11.815445595800007,-77.05247536534479,-12.144960087296605,-76.87676036638743,95:55,43.66,106.06
Camino San Isidro 137,Paseo La Victoria 245,Centro de Distribución,Punto de Entrega,-11.916622203225453,-76.86421668978126,-12.139534885935888,-76.91845608283204,29:22,21.53,37.57
Av. Alfonso Ugarte,Jr. Cercado 132,Punto de Entrega,Centro de Distribución,-11.949484525399914,-77.08146647224861,-11.942080017884939,-76.89119003902296,15:18,8.89,15.03
Paseo San Juan de Miraflores 341,Ruta Villa El Salvador 313,Punto de Entrega,Centro de Distribución,-12.045229229841487,-76.82001194380967,-11.870979965562038,-76.90333406399242,115:23,30.44,86.72
Bulevar Surco 321,Av. La Molina 307,Punto de Entrega,Punto de Entrega,-11.81640498658494,-77.06099587155775,-11.944639639682132,-76.84403495114151,58:27,32.53,65.6
Calle Angamos 90,Calle Angamos 228,Centro de Distribución,Punto de Entrega,-11.952252954653227,-77.06750684007183,-12.1955270817927,-76.89150809815858,106:32,23.08,41.18
Av. Petit Thouars,Av. Ejército,Centro de Distribución,Punto de Entrega,-11.9481516759904,-76.9453881128581,-12.032837196125854,-76.97600685011639,92:49,51.3,59.85
Paseo Pachacamac 251,Av. Guardia Republicana,Centro de Distribución,Punto de Entrega,-11.892931366246431,-77.08152597066564,-11.954768449134185,-76.9799574643279,14:15,4.56,11.78
Av. Arequipa 92,Av. Caminos del Inca,Centro de Distribución,Punto de Entrega,-12.079693417013367,-77.0372275386382,-11.808953230964462,-77.04495685195894,43:15,33.48,84.1
Ctra. Miraflores 311,Pasaje San Miguel 215,Centro de Distribución,Punto de Entrega,-11.935955502697883,-77.07184722349703,-12.162780548764129,-76.98901782396621,70:17,55.35,132.32
Bulevar José Pardo 470,Calle Angamos 228,Centro de Distribución,Punto de Entrega,-11.800791130186722,-77.01644856994234,-12.139583889137795,-77.10935185635857,10:56,2.07,9.92
Pasaje Callao 283,Ctra. Pucusana 303,Centro de Distribución,Punto de Entrega,-12.059263146370412,-77.0354234282931,-11.922772337587109,-76.9010787064441,63:52,42.99,58.74
Calle Chorrillos 83,Ruta Pueblo Libre 238,Punto de Entrega,Punto de Entrega,-12.11080104498076,-77.04931510454735,-11.84982784656427,-77.03794469870382,93:06,28.11,72.05
Calle Los Manzanos,Camino La Marina 379,Centro de Distribución,Punto de Entrega,-11.995125123117031,-76.99330203563679,-12.062437453964122,-77.13949602815168,83:06,43.1,80.48
Pasaje San Isidro 217,Camino San Bartolo 105,Punto de Entrega,Punto de Entrega,-12.132378666824696,-77.06925003337005,-12.007615012892913,-77.08068091858264,40:32,25.98,46.13
Paseo Pucusana 322,Calle Gonzales Prada,Punto de Entrega,Centro de Distribución,-12.051309159643182,-76.82336237536089,-12.1423713023432,-76.98108067668765,40:02,15.15,40.4
Ctra. Mendoza 212,Av. La Victoria 60,Centro de Distribución,Punto de Entrega,-11.851204081072327,-76.81498477761976,-12.1245361485014,-76.92247883465194,114:03,87.98,111.18
Calle Los Nogales,Paseo San Juan 14,Punto de Entrega,Punto de Entrega,-11.828475534505323,-77.14336706477839,-11.842688649307503,-77.02783802234684,97:42,73.56,160.07
Ctra. San Borja 433,Camino Pucusana 318,Punto de Entrega,Centro de Distribución,-11.953824115331313,-76.90084730193236,-12.168368649698852,-76.96326034103315,95:35,26.5,95.65
Calle Callao 27,Av. Brasil 320,Centro de Distribución,Punto de Entrega,-11.938592176155684,-77.1702731130297,-11.853380640936443,-77.19255969624274,85:31,63.17,104.61
Bulevar La Victoria 386,Diagonal San Bartolo 197,Centro de Distribución,Punto de Entrega,-12.093970359285928,-76.90300135090834,-12.096543530988622,-77.17938546596535,89:58,47.17,119.06
Av. La Marina,Ruta Barranco 314,Centro de Distribución,Punto de Entrega,-11.85298032845544,-77.07503361917573,-12.197310477955593,-77.13254149925298,17:30,12.85,32.52
Bulevar Santa Rosa 140,Ctra. Santa Lucía 465,Punto de Entrega,Centro de Distribución,-11.979834671564369,-77.05273056916458,-12.125208655792564,-76.8630926327935,96:00,37.54,98.31
Paseo Arequipa 349,Calle San Borja 139,Centro de Distribución,Punto de Entrega,-12.098430549542911,-77.18930518099337,-12.10441492879327,-77.04478790502682,103:30,39.82,83.27
Jr. Mendoza 27,Jr. Santa Rosa 279,Centro de Distribución,Punto de Entrega,-11.867351350576797,-76.89677693134566,-12.059526831381309,-76.99178980404206,27:52,5.39,15.09
Diagonal Lurín 113,Calle Olaya 80,Punto de Entrega,Punto de Entrega,-12.152232642186968,-77.0433464469191,-11.840287543796757,-76.84484954108387,113:25,33.89,92.44
Av. San Juan de Lurigancho 9,Jr. Rímac 214,Centro de Distribución,Punto de Entrega,-11.893086134271249,-77.0709595951476,-12.014575495444078,-77.09677945662594,94:39,38.98,80.02
Calle Ate 14,Ctra. Vargas 275,Punto de Entrega,Punto de Entrega,-11.977044265728361,-76.93791712215055,-12.064450626006114,-77.09395109331379,22:22,6.83,19.01
Jr. Brasil 280,Pasaje San Isidro 217,Punto de Entrega,Punto de Entrega,-12.18928306201088,-77.03770793667456,-12.071049769033356,-76.80137171973594,17:26,6.67,15.29
